Postcode,Suburb,Direction,Distance (km),Latitude,Longitude,Population,Density (/km2),Area (km2),Total Crime,House Median Price,House Rent (PW),Unit Median Price,Unit Rent (PW),House Price 2018,House Price 2017,House Price Change (1 yr),Unit Price 2018,Unit Price 2017,Unit Price Change (1 yr),Arts & Entertainment,College & University,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Shop & Service,Travel & Transport
2190,Greenacre,West,14.5,-33.892679999999984,151.05766000000006,24373,,,1388,910000,560 ,617500,470 ,930000,965000,-3.63,615000,690000,-10.87,0,0,5,0,0,0,7,0
2176,Greenfield Park,West,29.4,-33.87239999999996,150.88949000000005,5092,,,186,820000,475 ,no data,no data,824500,825000,-0.06,570000,565000,0.88,0,0,1,1,0,0,1,0
2065,Greenwich,North-west,4.4,-33.827099999999966,151.18794000000003,5613,3302.0,1.7 ,124,2808050,"1,000 ",780000,550 ,2700550,2551000,5.86,780000,780000,0.0,0,0,1,0,0,0,2,1
2145,Greystanes,West,24.0,-33.81900999999993,150.9485900000001,22802,2534.0,9 ,740,825000,520 ,678499,365 ,835000,880000,-5.11,698574,672000,3.95,0,0,2,0,1,0,0,0
2753,Grose Vale,North-west,59.7,-33.57603999999998,150.6510800000001,1265,,,27,no data,no data,no data,no data,1496250,1500000,-0.25,0,0,0.0,0,0,1,0,0,0,0,0
2161,Guildford,West,20.5,-33.85486999999995,150.99049000000005,22331,,,1841,835000,500 ,465000,400 ,830000,855500,-2.98,469800,485000,-3.13,0,0,3,0,0,1,1,0
2161,Guildford West,West,21.8,-33.84720999999996,150.9620500000001,4916,,,259,800000,520 ,no data,no data,800000,800000,0.0,589337,641000,-8.06,0,0,2,1,0,0,1,1
2259,Gwandalan,North-east,87.9,-33.139779999999966,151.58168000000012,3273,461.0,7.1 ,140,510000,393 ,no data,no data,509000,515000,-1.17,0,373750,-100.0,0,0,0,0,3,0,2,0
2500,Gwynneville,South-west,68.0,-34.415929999999946,150.8812300000001,3100,,,196,780000,530 ,no data,350 ,800000,760000,5.26,522500,448500,16.5,1,0,4,0,1,1,0,0
2227,Gymea,South-west,21.6,-34.03520999999995,151.0849800000001,7589,2857.0,2.3 ,645,1150000,650 ,752500,500 ,1172500,1300000,-9.81,750000,795000,-5.66,1,0,9,1,1,0,1,1
2045,Haberfield,West,6.5,-33.88098999999994,151.13926000000004,6457,,,347,1730000,840 ,no data,445 ,1855000,2190000,-15.3,760000,740000,2.7,0,0,11,0,0,0,1,0
2303,Hamilton,North-east,116.4,-32.923319999999926,151.74702000000005,4229,3021.0,1.4 ,3129,772500,470 ,660000,350 ,780000,740000,5.41,640000,450000,42.22,0,0,24,4,0,0,3,1
2303,Hamilton South,North-east,115.4,-32.932109999999966,151.74764000000005,3876,2280.0,1.7 ,550,1050000,620 ,no data,450 ,1138000,998000,14.03,553000,575000,-3.83,0,0,1,0,1,0,1,0
2170,Hammondville,West,25.1,-33.948909999999955,150.9505200000001,3493,1838.0,1.9 ,142,742500,500 ,no data,450 ,755000,805000,-6.21,595000,545000,9.17,0,0,3,0,0,0,2,0
2257,Hardys Bay,North,40.8,-33.525169999999946,151.35752000000005,227,252.0,0.9 ,17,no data,no data,no data,no data,1210000,1225000,-1.22,0,0,0.0,0,0,3,0,0,0,1,1
2567,Harrington Park,West,46.3,-34.03033999999997,150.73269000000005,10663,,,302,855000,550 ,no data,no data,890000,917500,-3.0,0,0,0.0,0,0,1,0,1,0,3,0
2150,Harris Park,West,19.0,-33.82197999999994,151.01083000000006,5799,9061.0,0.64 ,558,no data,385 ,488450,400 ,0,1100000,-100.0,488450,495000,-1.32,0,0,6,0,1,0,0,0
2761,Hassall Grove,West,37.5,-33.73477999999995,150.83686000000014,4396,,,220,646000,405 ,no data,318 ,655000,660000,-0.76,0,0,0.0,0,0,1,0,1,0,2,0
1240,Haymarket,South,1.4,-33.87964999999997,151.2052600000001,7353,18383.0,0.4 ,13950,no data,no data,1140000,840 ,0,0,0.0,1030000,976000,5.53,2,0,79,3,2,0,7,7
2779,Hazelbrook,West,71.8,-33.72217999999998,150.45292000000006,4974,,,228,621250,420 ,no data,no data,615000,625000,-1.6,0,468000,-100.0,0,0,2,0,0,0,2,1
2233,Heathcote,South-west,30.5,-34.087129999999945,151.00669000000005,6013,,,205,950000,650 ,668750,523 ,955000,989000,-3.44,720000,795000,-9.43,0,0,2,1,0,0,2,1
2770,Hebersham,West,38.1,-33.74389999999994,150.8226500000001,5438,,,483,547500,350 ,no data,350 ,555000,562505,-1.33,0,0,0.0,0,0,0,0,1,0,0,0
2168,Heckenberg,West,29.7,-33.908879999999954,150.8916300000001,3094,,,156,665000,400 ,no data,no data,665000,648000,2.62,0,0,0.0,0,0,0,0,0,0,1,0
2111,Henley,West,7.1,-33.840799999999945,151.1362600000001,469,,,24,no data,no data,no data,no data,3200000,3850000,-16.88,850000,0,0.0,0,0,0,0,2,0,1,1
2289,Highfields,North-east,111.8,-32.954819999999984,151.71211000000002,835,2088.0,0.4 ,35,650000,450 ,no data,no data,650000,730000,-10.96,487500,0,0.0,0,0,2,1,3,0,0,0
2036,Hillsdale,South,9.8,-33.950499999999984,151.23077000000012,5501,7859.0,0.7 ,181,no data,620 ,620000,470 ,1356500,875000,55.03,630000,700000,-10.0,0,0,0,0,2,0,2,0
2168,Hinchinbrook,West,32.2,-33.911179999999945,150.86491,11222,,,321,670000,450 ,no data,400 ,700000,750000,-6.67,625000,619750,0.85,0,0,4,0,0,0,3,0
2753,Hobartville,North-west,51.8,-33.602509999999945,150.74363000000002,2850,,,152,652500,450 ,no data,no data,650000,649500,0.08,547500,0,0.0,0,0,1,2,0,0,0,0
2286,Holmesville,North,111.6,-32.899999999999984,151.59167000000005,1419,747.0,1.9 ,54,495000,420 ,no data,no data,507500,430000,18.02,0,0,0.0,1,0,0,0,0,0,0,0
2142,Holroyd,West,19.9,-33.83059999999995,150.9971700000001,1275,,,70,no data,no data,536000,465 ,872000,700000,24.57,536000,545000,-1.65,1,0,0,0,1,0,0,0
2173,Holsworthy,West,25.5,-33.95990999999998,150.9587600000001,5476,,,487,821250,500 ,no data,520 ,824250,830000,-0.69,716500,718500,-0.28,0,0,0,0,1,0,0,4
2140,Homebush,West,11.6,-33.86397999999997,151.0823200000001,7007,2803.0,2.5 ,566,695000,500 ,648000,520 ,699000,1767500,-60.45,645000,680000,-5.15,0,0,9,1,0,0,3,1
1630,Hornsby,North-west,20.7,-33.700719999999926,151.09688000000006,22168,,,4286,1121000,590 ,652250,465 ,1120080,1322500,-15.31,652000,680000,-4.12,3,0,21,0,2,0,1,0
2530,Horsley,South-west,79.8,-34.490759999999966,150.7760000000001,8221,,,148,654500,515 ,no data,no data,665000,668000,-0.45,500000,507500,-1.48,0,0,2,0,0,0,0,0
2171,Hoxton Park,West,33.6,-33.928009999999965,150.84804000000008,4355,,,183,750000,470 ,no data,no data,760000,748000,1.6,0,657500,-100.0,1,0,1,0,0,0,1,0
2110,Hunters Hill,North-west,5.9,-33.83458999999993,151.15257000000008,9528,1657.0,5.75 ,296,2900000,900 ,1200000,550 ,2875000,2850000,0.88,1235000,880000,40.34,0,0,5,0,1,0,0,0
2111,Huntleys Cove,West,7.0,-33.83963999999997,151.13645000000008,750,,,26,no data,no data,no data,750 ,2150000,1890000,13.76,1260000,1310000,-3.82,0,0,0,0,3,0,1,0
2111,Huntleys Point,West,6.9,-33.83986999999996,151.1467,144,,,34,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,2
2193,Hurlstone Park,South-west,8.4,-33.90662999999995,151.12778000000003,4692,,,286,1350000,650 ,715000,430 ,1350000,1500000,-10.0,689500,820000,-15.91,0,0,3,0,1,1,2,0
2220,Hurstville,South-west,14.7,-33.967319999999965,151.10783999999998,29822,7100.0,4.2 ,3865,1439000,570 ,700000,530 ,1407750,1600000,-12.02,708000,717000,-1.26,1,0,31,1,2,0,8,1
2234,Illawong,South-west,21.1,-33.99825999999996,151.04232000000005,7271,,,149,1282500,725 ,no data,550 ,1290000,1345000,-4.09,865000,895000,-3.35,0,0,2,0,0,0,2,0
1890,Ingleburn,West,34.7,-34.008749999999964,150.8791900000001,15039,,,2303,678000,400 ,480000,370 ,679950,689000,-1.31,482000,475550,1.36,0,0,0,0,0,0,1,0
2101,Ingleside,North,21.0,-33.685839999999985,151.2620300000001,974,,,40,no data,"1,248 ",no data,no data,2300000,2885000,-20.28,0,0,0.0,0,0,0,0,1,0,1,0
2296,Islington,North-east,117.2,-32.91724999999997,151.74967000000004,1883,2145.0,0.713 ,365,615000,435 ,619000,400 ,615000,675000,-8.89,608000,628500,-3.26,1,0,13,2,0,0,2,0
2533,Jamberoo,South-west,95.6,-34.64889999999997,150.77954000000008,1636,,,40,827500,495 ,no data,no data,830000,830000,0.0,0,0,0.0,0,0,1,1,1,0,0,0
2226,Jannali,South-west,21.2,-34.016189999999945,151.06550000000004,6184,,,417,1017000,590 ,614000,430 ,1021000,1120000,-8.84,614000,610000,0.66,0,0,10,0,0,0,1,0
2299,Jesmond,North-east,116.4,-32.903389999999945,151.69082000000003,3045,1877.7,1.3 ,562,485000,369 ,330000,330 ,472500,485000,-2.58,330000,360000,-8.33,0,0,10,1,0,0,3,2
2280,Jewells,North-east,104.7,-33.013119999999965,151.68343000000004,2407,376.0,6.4 ,98,652500,503 ,no data,no data,655000,647500,1.16,0,0,0.0,0,0,1,1,0,0,1,0
2530,Kanahooka,South-west,78.9,-34.49306999999993,150.81659000000005,5575,,,143,630000,475 ,no data,380 ,649000,620000,4.68,606000,550000,10.18,0,0,0,0,1,0,0,0
2577,Kangaroo Valley,South-west,114.9,-34.731489999999944,150.52312000000006,879,3.0,256 ,34,no data,no data,no data,no data,1210000,1130000,7.08,0,0,0.0,0,0,2,0,0,0,1,2
2259,Kanwal,North,73.3,-33.25246999999996,151.4907300000001,3873,1937.0,2 ,502,495000,395 ,no data,no data,500000,485000,3.09,0,390000,-100.0,1,0,0,0,0,0,2,0
2232,Kareela,South-west,20.0,-34.01539999999994,151.08237000000008,3460 as at 2016,,,65,1086000,785 ,no data,no data,1100000,1190000,-7.56,0,0,0.0,0,0,3,0,0,0,2,0
2250,Kariong,North,48.2,-33.439629999999966,151.29595000000006,6451,,,406,677500,485 ,527500,no data,677750,680000,-0.33,527500,512500,2.93,0,0,2,1,0,0,3,0
2780,Katoomba,West,84.6,-33.711809999999964,150.31056,7964,,,1275,586500,418 ,465000,325 ,590000,600000,-1.67,425000,423750,0.29,1,0,15,3,1,1,6,3
2558,Kearns,West,41.1,-34.02282999999994,150.8036900000001,2745,,,51,650000,450 ,no data,no data,650000,650000,0.0,0,0,0.0,0,0,2,1,2,0,1,0
2500,Keiraville,South-west,68.3,-34.41439999999995,150.87053000000003,3070,930.0,3.3 ,166,845000,525 ,570000,370 ,845000,850000,-0.59,545000,540000,0.93,0,0,3,0,0,0,1,0
2155,Kellyville,North-west,28.8,-33.71117999999996,150.95532000000003,27971,1036.0,27 ,692,1100000,650 ,700000,530 ,1120000,1230000,-8.94,705000,744000,-5.24,0,0,4,0,0,0,1,0
2155,Kellyville Ridge,North-west,31.8,-33.701029999999946,150.9259300000001,10468,,,267,945000,600 ,600000,473 ,950000,1017000,-6.59,608000,617500,-1.54,0,0,1,1,1,0,1,2
1465,Kensington,South,4.9,-33.90987999999993,151.2221900000001,15004,,,818,2937500,"1,000 ",880000,580 ,2900000,2765000,4.88,880000,977500,-9.97,0,0,13,1,4,0,3,2
2156,Kenthurst,North-west,29.6,-33.661319999999925,151.0049600000001,4880,,,100,2200000,550 ,no data,no data,2280000,2650000,-13.96,0,0,0.0,0,0,1,0,0,0,0,0
2560,Kentlyn,South-west,39.5,-34.06137999999993,150.86248000000015,740,,,42,no data,no data,no data,no data,1530000,1480000,3.38,0,0,0.0,0,0,1,0,0,0,2,0
2533,Kiama,South,95.2,-34.676959999999944,150.8519600000001,7700,554.0,13.9 ,640,920000,550 ,608000,490 ,925000,876250,5.56,615000,629000,-2.23,0,0,2,0,1,0,1,2
2071,Killara,North,12.0,-33.76559999999995,151.15682000000004,10574,2171.0,4.87 ,200,2375000,"1,150 ",945000,600 ,2541500,2900000,-12.36,980000,985000,-0.51,0,0,1,1,1,0,0,1
2087,Killarney Heights,North,10.4,-33.77208999999993,151.21705000000009,4469,,,77,1615000,895 ,no data,658 ,1580000,1900000,-16.84,0,860000,-100.0,0,0,4,0,1,0,0,0
2261,Killarney Vale,North-east,60.1,-33.36446999999998,151.45756000000006,6942,2239.0,3.1 ,504,590000,420 ,no data,325 ,595000,600000,-0.83,500000,535000,-6.54,0,0,0,0,0,0,4,0
2257,Killcare,North,40.6,-33.52138999999994,151.36463000000003,473,197.0,2.4 ,29,1375000,no data,no data,no data,1200000,1130500,6.15,785000,0,0.0,0,0,3,0,0,0,1,1
2251,Kincumber,North,47.3,-33.46764999999993,151.3815000000001,7093,887.0,8.0 ,329,702625,480 ,550000,350 ,700000,738500,-5.21,540000,473500,14.04,0,0,3,1,0,0,1,0
2147,Kings Langley,West,29.8,-33.74566999999996,150.92411000000004,9353,,,315,883750,520 ,no data,410 ,895000,945000,-5.29,715000,789000,-9.38,0,0,5,0,0,0,5,0
2148,Kings Park,West,31.1,-33.74801999999994,150.9162200000001,3453,,,335,740000,450 ,no data,no data,750000,785000,-4.46,680000,613000,10.93,0,0,3,1,1,0,0,0
2032,Kingsford,South,6.7,-33.922929999999944,151.2272200000001,15482,,,853,2017500,880 ,752500,550 ,2017500,2260000,-10.73,815000,845000,-3.55,0,0,35,1,2,0,2,0
1480,Kingsgrove,South-west,12.8,-33.930259999999976,151.10099000000002,12446,,,881,1192500,635 ,694500,435 ,1198000,1350000,-11.26,687500,727500,-5.5,0,0,1,0,0,0,0,0
2232,Kirrawee,South-west,22.4,-34.03389999999996,151.0711600000001,10098,2404.0,4.2 ,641,1081000,678 ,680000,530 ,1100000,1222500,-10.02,682500,695000,-1.8,0,0,4,1,0,0,1,0
2061,Kirribilli,North,2.4,-33.845839999999946,151.2126800000001,3820,7640.0,0.5 ,190,no data,"1,200 ",1527500,600 ,2890000,2800000,3.21,1605000,1210000,32.64,6,0,27,6,8,0,3,3
1485,Kogarah,South-west,12.7,-33.962869999999945,151.1328900000001,15124,5817.0,2.6 ,1730,1202500,600 ,622500,490 ,1202500,1532500,-21.53,633000,670000,-5.52,0,0,18,1,0,0,3,2
2217,Kogarah Bay,South-west,14.7,-33.980819999999945,151.12503000000004,2022,,,43,1571000,695 ,no data,no data,1550000,1492000,3.89,0,0,0.0,0,0,2,0,1,0,1,0
2256,Koolewong,North,45.8,-33.466139999999946,151.31871,871,436.0,2 ,140,815000,450 ,no data,290 ,890000,822000,8.27,0,0,0.0,0,0,1,0,2,0,0,1
2530,Koonawarra,South-west,79.7,-34.50281999999993,150.8085000000001,3667,,,267,517500,430 ,no data,no data,519000,510000,1.76,550000,0,0.0,0,0,1,0,0,0,0,0
2289,Kotara,North-east,112.7,-32.94064999999995,151.71217,3929,1637.0,2.4 ,674,620000,460 ,no data,370 ,620000,619000,0.16,448000,420000,6.67,1,0,14,0,1,0,13,0
2757,Kurmond,North-west,59.6,-33.55068999999997,150.6910600000001,877,,,26,no data,635 ,no data,no data,845000,827500,2.11,0,0,0.0,0,0,1,0,0,0,0,0
2231,Kurnell,South,15.7,-34.009559999999965,151.21531000000004,2267,,,156,1172500,700 ,no data,410 ,1247500,1206000,3.44,0,0,0.0,1,0,2,0,5,0,1,0
2758,Kurrajong,North-west,61.9,-33.548229999999926,150.67524000000003,3123,,,68,1170000,455 ,no data,no data,1150000,900000,27.78,370000,0,0.0,0,0,0,0,0,0,1,0
2216,Kyeemagh,South-west,10.3,-33.949859999999944,151.16380000000004,919,,,105,no data,700 ,no data,no data,1215000,1585000,-23.34,1260000,0,0.0,0,0,1,1,4,0,0,0
2221,Kyle Bay,South-west,17.1,-33.988849999999964,151.09914000000003,1035,,,17,no data,750 ,no data,no data,1725000,2844866,-39.36,0,0,0.0,0,0,2,1,2,0,0,0
2036,La Perouse,South,13.6,-33.98795999999993,151.2310900000001,399,,,101,no data,no data,no data,no data,0,0,0.0,0,0,0.0,3,0,5,0,4,0,0,1
2263,Lake Haven,North,74.7,-33.24392999999998,151.5001500000001,3369,1982.0,1.7 ,657,512500,390 ,no data,no data,525000,505000,3.96,450000,407500,10.43,0,0,2,0,0,0,3,0
2502,Lake Heights,South-west,75.0,-34.47939999999994,150.86845000000002,3845,,,150,550000,450 ,no data,305 ,550000,566500,-2.91,530000,440000,20.45,0,0,1,0,0,0,0,0
2528,Lake Illawarra,South-west,82.2,-34.54124999999993,150.86422000000005,3163,,,371,545000,400 ,515000,350 ,557500,575000,-3.04,512500,515000,-0.49,1,0,0,0,2,0,2,0
2259,Lake Munmorah,North-east,82.2,-33.19022999999993,151.5775000000001,4802,,,384,521425,400 ,no data,315 ,521425,482500,8.07,287750,410000,-29.82,0,0,0,0,0,0,0,1
2282,Lakelands,North,108.5,-32.961569999999945,151.6511200000001,1424,1780.0,0.8 ,45,790000,no data,no data,no data,788000,765000,3.01,0,411000,-100.0,0,0,2,0,2,0,1,0
2195,Lakemba,West,13.5,-33.920399999999965,151.0773700000001,17023,,,1066,880000,520 ,405000,370 ,880000,956000,-7.95,408500,430000,-5.0,0,0,5,0,0,0,3,1
2147,Lalor Park,West,28.2,-33.76187999999996,150.93149000000003,7667,,,670,645000,400 ,no data,340 ,650000,700000,-7.14,0,0,0.0,0,0,2,0,2,0,2,0
2299,Lambton,North-east,116.1,-32.91018999999994,151.70518000000004,4909,1636.0,3 ,368,680000,443 ,455000,310 ,685000,620000,10.48,456000,431000,5.8,1,0,1,1,1,0,2,0
1595,Lane Cove,North-west,6.8,-33.813469999999946,151.1701700000001,10817,4327.0,2.5 ,296,2115000,828 ,815000,540 ,2115000,2331000,-9.27,815000,870000,-6.32,0,0,16,2,5,0,3,0
2066,Lane Cove West,North-west,7.7,-33.814269999999965,151.15454000000008,2637,,,66,1802500,965 ,no data,no data,1830000,2250000,-18.67,773750,856000,-9.61,0,0,5,0,0,0,2,0
2166,Lansvale,West,23.2,-33.899039999999964,150.95563000000004,2570,886.0,2.9 ,242,712500,500 ,no data,no data,712500,755500,-5.69,0,0,0.0,0,0,3,0,1,0,0,0
2773,Lapstone,West,54.0,-33.773859999999964,150.6372200000001,961,,,84,no data,500 ,no data,no data,810000,891000,-9.09,0,0,0.0,0,0,0,1,1,0,0,0
2060,Lavender Bay,North,2.7,-33.84305999999998,151.20806000000005,941,4705.0,0.2 ,55,no data,no data,800000,565 ,0,9900000,-100.0,800000,2450000,-67.35,1,0,30,5,4,0,1,0
2783,Lawson,West,73.8,-33.71841999999998,150.4331400000001,2614,,,139,560000,420 ,no data,no data,560000,590000,-5.08,0,0,0.0,0,0,4,1,0,0,0,1
2040,Leichhardt,West,5.0,-33.883669999999945,151.1587300000001,14625,3204.0,4.565 ,960,1325000,765 ,900000,570 ,1330000,1550000,-14.19,900000,1062500,-15.29,2,0,29,3,2,0,9,1
2750,Leonay,West,52.9,-33.76389999999998,150.6491400000001,2518,,,91,798500,550 ,no data,no data,798500,829000,-3.68,0,0,0.0,0,0,0,1,3,0,0,0
2560,Leumeah,West,40.2,-34.05097999999998,150.83518000000004,9419,,,1219,620000,390 ,410000,340 ,626500,628750,-0.36,425000,425000,0.0,1,0,0,2,1,0,1,1
2780,Leura,West,82.8,-33.71103999999997,150.33148000000006,4644,,,176,840000,460 ,580000,393 ,842500,765000,10.13,565000,505000,11.88,0,0,17,1,1,0,12,2
2049,Lewisham,West,6.6,-33.89332999999993,151.1469900000001,3164,4944.0,0.64 ,247,1330000,780 ,730000,520 ,1330000,1432500,-7.16,730000,827000,-11.73,0,0,6,1,5,0,4,2
1825,Lidcombe,West,15.1,-33.864829999999984,151.0407100000001,19627,2886.0,6.8 ,1869,1054000,563 ,636000,530 ,1100000,1225000,-10.2,647000,710000,-8.87,1,0,13,1,3,0,0,2
2040,Lilyfield,West,3.9,-33.87378999999993,151.16244000000006,7616,3462.0,2.2 ,477,1800000,820 ,1000000,495 ,1800000,1667500,7.95,848000,439000,93.17,1,0,7,1,1,1,5,3
2778,Linden,West,67.9,-33.712849999999946,150.5163100000001,501,,,33,no data,no data,no data,no data,590000,645000,-8.53,0,0,0.0,0,0,0,0,1,0,0,0
2070,Lindfield,North,10.7,-33.775189999999945,151.16867000000005,9791,1894.0,5.17 ,274,2289000,"1,000 ",1075800,630 ,2310000,2745000,-15.85,1085000,987500,9.87,0,0,13,0,0,0,2,1
2066,Linley Point,North-west,7.0,-33.825669999999946,151.14998000000003,346,,,15,no data,"1,375 ",no data,no data,5280000,3160000,67.09,0,0,0.0,1,0,0,0,2,0,1,0
2250,Lisarow,North,56.2,-33.378559999999936,151.37423,5136,421.0,12.2 ,266,790000,450 ,499500,no data,790000,756750,4.39,499500,507000,-1.48,0,0,0,0,0,0,2,0
2036,Little Bay,South,13.1,-33.98291999999998,151.24238000000003,2937,,,185,1794000,"1,000 ",1035500,650 ,1794000,1815000,-1.16,1025000,1177500,-12.95,0,0,3,0,3,0,1,0
1871,Liverpool,West,26.9,-33.92244999999997,150.9231100000001,27084,4299.0,6.3 ,10620,765000,420 ,420000,390 ,763500,820000,-6.89,429000,465000,-7.74,0,0,19,0,1,0,7,0
2747,Llandilo,West,45.7,-33.70787999999993,150.74886000000004,1637,73.0,22.56 ,86,715000,530 ,no data,no data,719990,726000,-0.83,0,0,0.0,0,0,1,0,0,0,1,0
2232,Loftus,South-west,24.8,-34.05132999999995,151.04938000000004,0,,,138,1030000,650 ,no data,550 ,1020000,1130000,-9.73,807500,805000,0.31,0,0,1,0,2,0,0,1
2753,Londonderry,West,50.1,-33.64507999999995,150.7357400000001,3906,,,164,1080000,500 ,no data,no data,1030000,950000,8.42,0,0,0.0,0,0,2,0,0,1,0,0
2261,Long Jetty,North-east,62.1,-33.35919999999993,151.4841,6390,2662.0,2.4 ,607,700000,400 ,445000,350 ,700000,710000,-1.41,445000,442500,0.56,0,0,3,1,0,0,0,0
2066,Longueville,North-west,5.4,-33.82707999999997,151.1704500000001,2060,,,46,4025000,"1,150 ",no data,no data,4025000,4855000,-17.1,5555000,0,0.0,0,0,0,1,2,0,1,0
2745,Luddenham,West,47.7,-33.873959999999954,150.6887300000001,1828,,,123,1155000,525 ,no data,no data,903000,1535500,-41.19,0,0,0.0,0,0,1,0,0,0,0,0
2210,Lugarno,South-west,19.6,-33.975889999999936,151.04786,5606,,,156,1275000,600 ,1140000,no data,1290000,1270000,1.57,1140000,1050000,8.57,0,0,3,0,0,0,1,0
2170,Lurnea,West,29.6,-33.931299999999965,150.89637000000005,9311,,,530,682500,428 ,520000,390 ,691000,715000,-3.36,520000,540000,-3.7,0,0,3,0,0,0,3,0
2564,Macquarie Fields,West,32.9,-33.98501999999996,150.89386000000005,13714,,,2486,620000,400 ,465000,350 ,620000,662100,-6.36,460000,468500,-1.81,0,0,3,0,2,0,2,0
2113,Macquarie Park,North-west,11.8,-33.77846999999996,151.1256000000001,8144,1198.0,6.8 ,964,no data,no data,900000,500 ,0,19275000,-100.0,895000,750000,19.33,1,0,7,0,1,0,8,0
2036,Malabar,South,11.5,-33.962309999999945,151.24698000000012,5420,,,246,2105000,993 ,no data,540 ,2160000,2350000,-8.09,0,817444,-100.0,1,0,6,0,2,0,0,1
2500,Mangerton,South-west,70.0,-34.431069999999984,150.87297,2859,,,219,810000,550 ,416000,330 ,825000,850000,-2.94,413500,600000,-31.08,0,0,0,0,0,0,1,0
2250,Mangrove Mountain,North,63.0,-33.30284999999998,151.1905200000001,715,,,35,no data,no data,no data,no data,1650000,1307500,26.2,0,0,0.0,0,0,0,0,1,0,1,0
1655,Manly,North-east,10.8,-33.794709999999945,151.28724000000008,15866,2833.0,5.6 ,2228,3001000,"1,425 ",1362500,750 ,2995500,3205000,-6.54,1350000,1447500,-6.74,1,0,48,9,5,0,2,2
2093,Manly Vale,North-east,10.8,-33.78201999999993,151.26773000000003,6160,,,231,1760000,925 ,815000,560 ,1765000,1765000,0.0,805000,850500,-5.35,0,0,3,0,2,0,2,1
2148,Marayong,West,31.6,-33.74626999999998,150.89985,7706,,,495,679500,400 ,no data,320 ,680000,720000,-5.56,332000,615000,-46.02,0,0,1,1,0,0,1,0
2280,Marks Point,North-east,99.2,-33.056589999999964,151.65201000000005,1731,666.0,2.6 ,130,519000,395 ,no data,320 ,586250,698000,-16.01,395000,380000,3.95,0,0,0,0,2,0,1,0
2284,Marmong Point,North,105.8,-32.981909999999964,151.61841000000004,762,1089.0,0.7 ,19,545000,no data,no data,no data,558000,570000,-2.11,0,282000,-100.0,1,0,0,0,4,0,0,0
2035,Maroubra,South,9.4,-33.941509999999944,151.2383400000001,30688,,,2386,1890000,900 ,850000,600 ,1905000,2021000,-5.74,850000,920000,-7.61,0,0,15,0,2,0,7,0
1475,Marrickville,South-west,6.7,-33.91252999999995,151.1605300000001,26592,,,2437,1300000,700 ,712000,480 ,1300000,1462500,-11.11,720000,740000,-2.7,1,0,17,5,4,0,4,0
2122,Marsfield,North-west,13.6,-33.78031999999996,151.1023600000001,13297,3445.0,3.86 ,434,1502500,675 ,766000,500 ,1580000,1780000,-11.24,778500,827000,-5.86,0,0,1,0,2,0,0,1
1460,Mascot,South,7.2,-33.92975999999993,151.1946200000001,14772,1605.7,9.2 ,1442,1300000,750 ,830000,700 ,1286500,1400000,-8.11,837500,960000,-12.76,0,0,12,0,1,0,1,0
2036,Matraville,South,10.3,-33.96042999999997,151.23139000000003,9804,,,503,1600000,975 ,824000,550 ,1620000,1810000,-10.5,835000,780000,7.05,0,0,3,0,1,0,3,0
2145,Mays Hill,West,20.7,-33.82135999999997,150.9900200000001,767,,,78,590000,530 ,no data,480 ,593850,632750,-6.15,615000,592500,3.8,1,0,1,0,1,0,0,1
2114,Meadowbank,West,12.2,-33.81595999999996,151.09086000000005,4408,6297.0,0.7 ,148,no data,no data,645000,470 ,0,0,0.0,650000,645000,0.78,0,0,5,0,3,0,4,1
2114,Melrose Park,West,13.4,-33.81661999999994,151.0758900000001,1574,1457.0,1.08 ,65,no data,650 ,no data,no data,1395000,1680000,-16.96,0,1110000,-100.0,0,0,0,0,3,0,0,0
2234,Menai,South-west,24.0,-34.014779999999966,151.01143000000005,10304,,,381,1020000,678 ,723000,560 ,1020000,1060000,-3.77,750000,792500,-5.36,0,0,11,0,3,0,9,1
2568,Menangle,South-west,51.8,-34.127539999999954,150.73838000000012,1150,,,49,no data,no data,no data,no data,1270000,985000,28.93,0,0,0.0,0,0,1,0,0,0,1,1
2563,Menangle Park,South-west,50.2,-34.10898999999995,150.74823999999998,257,,,45,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
2291,Merewether,North-east,114.7,-32.943359999999984,151.74896,10964,3049.4,6.1 ,681,1300000,573 ,605000,400 ,1300000,1385000,-6.14,615000,631300,-2.58,0,0,1,2,1,0,2,0
2291,Merewether Heights,North-east,113.5,-32.946919999999984,151.73602000000002,1400,2333.0,0.6 ,24,1012500,718 ,no data,no data,1020000,964000,5.81,0,0,0.0,0,0,0,0,0,0,1,0
2160,Merrylands,West,20.4,-33.83597999999995,150.9872600000001,29653,,,3024,815000,500 ,500000,400 ,815000,899500,-9.39,500000,510000,-1.96,0,0,13,2,0,0,10,2
2160,Merrylands West,West,22.1,-33.83645999999993,150.96821000000008,6592,,,346,790000,593 ,477500,400 ,790000,850000,-7.06,460550,468001,-1.59,0,0,4,1,1,0,1,0
2068,Middle Cove,North,8.1,-33.79249999999996,151.20731000000012,1340,420.0,3.19 ,22,1850000,"1,220 ",no data,no data,1850000,2000000,-7.5,0,0,0.0,0,0,1,0,1,0,1,0
