Postcode,Suburb,Direction,Distance (km),Latitude,Longitude,Population,Density (/km2),Area (km2),Total Crime,House Median Price,House Rent (PW),Unit Median Price,Unit Rent (PW),House Price 2018,House Price 2017,House Price Change (1 yr),Unit Price 2018,Unit Price 2017,Unit Price Change (1 yr),Arts & Entertainment,College & University,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Shop & Service,Travel & Transport
2325,Cessnock,North,115.9,-32.832869999999964,151.3554200000001,21725,,,2548,365000,350 ,312000,285 ,370000,336000,10.12,298000,295000,1.02,0,0,5,1,1,0,6,1
2290,Charlestown,North-east,110.1,-32.957779999999964,151.68815000000006,12912,1927.0,6.7 ,1435,617250,425 ,447000,380 ,619250,621000,-0.28,450000,440500,2.16,1,0,0,0,1,0,1,0
2263,Charmhaven,North,76.1,-33.23688999999996,151.50107000000003,2325,,,290,475000,370 ,no data,no data,473750,460000,2.99,0,0,0.0,0,0,1,0,1,0,4,0
2057,Chatswood,North,8.2,-33.79603999999995,151.1838700000001,24913,8591.0,2.9 ,3115,2220000,950 ,1042000,620 ,2220000,2425000,-8.45,1038000,1000000,3.8,1,0,41,0,2,0,4,1
2067,Chatswood West,North-west,8.7,-33.792569999999955,151.15949000000015,1499,535.0,2.8 ,24,1860000,no data,no data,no data,1850000,1769000,4.58,0,0,0.0,0,0,2,0,1,0,0,1
2119,Cheltenham,North-west,16.7,-33.755859999999984,151.07942000000003,2243,,,57,1978750,875 ,no data,no data,1960000,1930000,1.55,1175000,1222500,-3.89,0,0,0,0,0,0,0,3
2126,Cherrybrook,North-west,22.1,-33.72177999999997,151.04092000000003,18765,,,246,1477500,700 ,940000,520 ,1477500,1550000,-4.68,940000,1055000,-10.9,0,0,5,0,0,0,3,0
2162,Chester Hill,West,19.1,-33.88299999999998,151.00003999999998,12814,,,1142,810750,510 ,452000,398 ,820000,850000,-3.53,463250,623750,-25.73,0,0,9,0,0,0,4,1
2036,Chifley,South,12.6,-33.965909999999944,151.24161999999998,3233,,,155,1590000,"1,150 ",no data,no data,1615000,1836500,-12.06,898500,0,0.0,0,0,3,0,0,0,0,1
2008,Chippendale,South,2.3,-33.888459999999945,151.19811000000004,8617,12310.0,0.7 ,799,no data,850 ,750000,620 ,1317000,1675000,-21.37,750000,845000,-11.24,4,0,45,17,3,1,3,2
2170,Chipping Norton,West,23.3,-33.91569999999996,150.96091,9001,,,456,920000,560 ,537500,410 ,920000,950000,-3.16,537500,552500,-2.71,0,0,2,0,0,0,2,0
2046,Chiswick,West,6.8,-33.849389999999964,151.13904000000005,2926,,,73,2650000,"1,100 ",901250,605 ,2300000,2160500,6.46,915000,947500,-3.43,1,0,1,0,2,0,0,0
2261,Chittaway Bay,North,63.5,-33.324869999999976,151.43230000000003,2028,1690.0,1.2 ,96,615000,458 ,no data,no data,612500,622500,-1.61,0,317500,-100.0,0,0,0,1,1,0,3,0
2261,Chittaway Point,North,64.3,-33.32496999999995,151.42789000000005,896,597.0,1.5 ,30,715000,450 ,no data,no data,717500,882500,-18.7,0,0,0.0,0,0,0,0,1,0,3,0
2190,Chullora,West,14.8,-33.89341999999993,151.0474300000001,0,,,95,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,1,1,0,0,1,0
2105,Church Point,North,25.8,-33.64481999999998,151.2844600000001,997,1424.0,0.7 ,81,2315000,"1,150 ",no data,no data,2315000,2030000,14.04,0,0,0.0,0,0,1,0,0,0,0,3
2206,Clemton Park,South-west,11.6,-33.92518999999993,151.1038500000001,1666,,,28,no data,630 ,no data,525 ,1100000,1360000,-19.12,0,0,0.0,0,0,2,0,0,0,2,0
2515,Clifton,South-west,49.1,-34.25983999999994,150.96938000000014,28,,,36,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0
2093,Clontarf,North-east,7.9,-33.797949999999965,151.2525300000001,1737,2171.0,0.8 ,58,3350000,"1,573 ",no data,no data,3317500,3290000,0.84,0,0,0.0,0,0,7,1,2,0,1,1
2031,Clovelly,South-east,7.2,-33.91084999999998,151.2589200000001,4736,,,178,3130000,"1,325 ",1365000,718 ,3187500,3250000,-1.92,1365000,1400000,-2.5,0,0,10,0,0,0,1,2
2142,Clyde,West,17.8,-33.83413999999993,151.02016000000003,0,,,158,no data,no data,no data,no data,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3,3
2570,Cobbitty,West,50.5,-34.015349999999955,150.68563000000006,2063,,,28,756000,520 ,no data,no data,758500,796000,-4.71,0,0,0.0,0,0,1,0,1,0,0,0
2515,Coledale,South-west,53.0,-34.28757999999993,150.94781000000015,1260,,,43,1450000,650 ,no data,no data,1475000,1500000,-1.67,0,2140000,-100.0,0,0,0,1,2,0,0,1
2097,Collaroy,North-east,16.6,-33.732899999999965,151.30154000000005,7870,,,282,2842500,"1,000 ",855000,550 ,2885000,2335000,23.55,860000,889000,-3.26,0,0,6,1,2,0,2,1
2097,Collaroy Plateau,North-east,16.6,-33.72591999999997,151.2886000000001,4767,,,72,1751000,900 ,no data,450 ,1770000,1700000,4.12,972500,965500,0.73,1,0,0,0,2,0,2,0
2575,Colo Vale,South-west,88.9,-34.400909999999946,150.4883400000001,1618,,,32,640000,450 ,no data,no data,680000,617500,10.12,0,0,0.0,0,0,0,0,0,0,1,1
2760,Colyton,West,39.6,-33.782369999999965,150.79156000000015,7993,,,527,614000,390 ,no data,350 ,615000,640000,-3.91,455000,497500,-8.54,0,0,1,0,0,0,0,0
2226,Como,South-west,19.9,-34.005389999999984,151.0616500000001,3977,,,186,1216000,670 ,no data,540 ,1301000,1300000,0.08,750000,855000,-12.28,0,0,1,0,1,0,2,0
2137,Concord,West,9.6,-33.85607999999996,151.10325000000014,14533,,,434,1950000,700 ,820000,485 ,2025000,2041000,-0.78,805000,800000,0.62,0,0,11,1,2,0,2,0
2138,Concord West,West,11.3,-33.846199999999946,151.0894800000001,5914,,,192,1800000,660 ,no data,400 ,1798000,2000000,-10.1,730000,733000,-0.41,0,0,7,1,0,0,0,3
2200,Condell Park,West,19.1,-33.92070999999993,151.00510000000008,11574,,,508,885500,580 ,670000,500 ,895000,950000,-5.79,687000,710000,-3.24,0,0,0,0,0,0,1,0
2500,Coniston,South-west,69.9,-34.436139999999966,150.8830200000001,2268,,,610,720000,480 ,462250,340 ,720000,686000,4.96,495000,460250,7.55,1,0,0,1,1,0,1,1
2221,Connells Point,South-west,17.6,-33.984959999999944,151.09849000000008,2829,,,51,1770000,650 ,no data,no data,1705000,1835250,-7.1,920000,994000,-7.44,0,0,2,0,1,0,0,0
2034,Coogee,South-east,7.4,-33.92065999999994,151.25562000000005,15212,8006.0,1.9 ,1016,2550000,"1,200 ",1025000,680 ,2615000,3100000,-15.65,1035000,1150000,-10.0,0,0,34,2,13,0,4,7
2300,Cooks Hill,North-east,116.3,-32.931929999999966,151.76795000000004,3621,4023.0,0.9 ,503,1145000,510 ,596500,430 ,1140000,1100000,3.64,585000,582000,0.52,0,0,20,6,1,0,2,0
2265,Cooranbong,North,91.0,-33.07669999999996,151.4536300000001,5449,1211.0,4.5 ,279,545000,400 ,no data,260 ,539000,550000,-2.0,360000,0,0.0,0,0,4,0,0,0,0,0
2251,Copacabana,North-east,46.8,-33.48240999999996,151.43249000000003,2735,1189.0,2.3 ,73,880000,525 ,no data,350 ,877500,955000,-8.12,565000,640000,-11.72,0,0,1,0,1,0,0,0
2518,Corrimal,South-west,63.0,-34.37384999999995,150.89676000000009,6519,,,802,870000,470 ,497500,360 ,866000,800000,8.25,490000,543000,-9.76,0,0,3,0,1,0,3,0
2081,Cowan,North,31.1,-33.58974999999998,151.16968000000008,649,75.0,8.7 ,104,no data,no data,no data,no data,870000,775250,12.22,0,0,0.0,0,0,0,0,3,0,0,1
2749,Cranebrook,West,49.0,-33.719419999999964,150.70983,15759,,,925,625000,450 ,no data,450 ,645000,669250,-3.62,525000,509000,3.14,0,0,1,0,2,0,2,1
2090,Cremorne,North-east,4.8,-33.829909999999984,151.22726000000014,11227,6888.0,1.63 ,301,2899000,"1,050 ",1150000,595 ,2899000,2700000,7.37,1127500,1166250,-3.32,1,0,37,4,1,0,6,0
2502,Cringila,South-west,74.1,-34.46705999999995,150.8723600000001,2198,845.0,2.6 ,342,460000,380 ,no data,250 ,465000,482500,-3.63,0,0,0.0,0,0,3,0,0,0,1,0
2099,Cromer,North-east,15.6,-33.731509999999965,151.2706300000001,7592,,,175,1430000,795 ,875000,500 ,1440000,1623500,-11.3,810000,776500,4.31,0,0,0,0,1,0,1,1
2230,Cronulla,South,21.2,-34.05515999999995,151.1533300000001,18070,,,2327,2250000,850 ,910000,480 ,2250000,2289000,-1.7,901000,835000,7.9,2,0,38,4,4,0,5,4
1585,Crows Nest,North,4.6,-33.82515999999998,151.2008900000001,4798,6313.0,0.76 ,427,1930000,900 ,875000,540 ,1905000,2050000,-7.07,875000,841500,3.98,0,0,77,6,2,1,9,0
2132,Croydon,West,8.7,-33.876099999999944,151.11386000000005,10612,4422.0,2.4 ,328,1347500,680 ,750000,450 ,1350000,1493000,-9.58,750000,770000,-2.6,0,0,0,0,3,0,0,0
2133,Croydon Park,West,9.6,-33.89719999999994,151.09967000000006,11012,,,363,1320000,620 ,600500,400 ,1320000,1505000,-12.29,602000,630000,-4.44,0,0,2,0,0,0,4,0
2096,Curl Curl,North-east,13.6,-33.76842999999997,151.29433000000006,2414,,,81,2355000,"1,300 ",no data,740 ,2360000,2620000,-9.92,1200000,1250000,-4.0,0,0,0,0,4,0,0,0
2567,Currans Hill,West,45.5,-34.04502999999994,150.76380000000006,5309,,,202,652500,440 ,no data,390 ,655000,650000,0.77,0,472500,-100.0,0,0,2,0,0,0,1,0
2032,Daceyville,South,7.0,-33.92587999999995,151.22708000000014,1164,2910.0,0.4 ,105,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,27,1,2,0,2,0
2257,Daleys Point,North,42.3,-33.50422999999995,151.35035000000005,681,2270.0,0.3 ,26,no data,no data,no data,no data,1200000,775000,54.84,0,0,0.0,0,0,3,0,0,0,0,0
2083,Dangar Island,North,36.7,-33.53942999999998,151.23934000000008,303,920.7,0.29 ,11,no data,no data,no data,no data,720000,765000,-5.88,0,0,0.0,0,0,2,0,1,0,1,0
2530,Dapto,South-west,79.5,-34.497729999999926,150.79164000000003,10730,,,1205,567250,450 ,no data,355 ,567102,560000,1.27,485000,505000,-3.96,0,0,1,0,1,0,2,0
2027,Darling Point,East,2.8,-33.87066999999996,151.2361800000001,4190,6254.0,0.67 ,131,no data,"3,500 ",2337500,825 ,6025000,5400000,11.57,2350000,2225500,5.59,0,0,0,0,2,0,1,0
1300,Darlinghurst,South-east,1.8,-33.87914999999998,151.2202100000001,11320,11470.0,0.8 ,2845,1800000,960 ,965000,600 ,1825000,2090000,-12.68,950000,935000,1.6,5,0,65,18,4,0,8,0
2251,Davistown,North,44.8,-33.48447999999996,151.3607300000001,2488,1555.0,1.6 ,34,820000,440 ,no data,315 ,809000,760000,6.45,450000,418000,7.66,0,0,3,0,2,0,1,0
2000,Dawes Point,North,1.5,-33.85550999999998,151.20825000000005,357,3570.0,0.1 ,71,no data,no data,no data,no data,4500500,1675000,168.69,5425000,3250000,66.92,8,0,31,11,10,0,2,9
2761,Dean Park,West,35.3,-33.73515999999995,150.85228000000006,3227,,,110,592500,400 ,no data,320 ,617000,650000,-5.08,524000,0,0.0,0,0,3,0,0,0,1,0
2099,Dee Why,North-east,14.6,-33.74999999999994,151.3000000000001,21518,,,1822,1500000,850 ,740000,545 ,1545000,1820000,-15.11,741250,805000,-7.92,0,0,2,1,2,0,0,0
2565,Denham Court,West,36.2,-33.98393999999996,150.84478,1981,,,66,780000,550 ,no data,450 ,780000,767495,1.63,0,0,0.0,0,0,0,0,0,0,1,0
2114,Denistone,North-west,13.5,-33.796419999999955,151.0883200000001,3751,,,62,1620000,650 ,970000,560 ,1675000,1850000,-9.46,970000,1055000,-8.06,0,0,0,0,0,0,1,2
2112,Denistone East,North-west,12.8,-33.794379999999926,151.09784000000005,2250,,,43,1500000,695 ,no data,no data,1500000,1795000,-16.43,1055000,1150000,-8.26,0,0,5,0,0,0,2,0
2770,Dharruk,West,38.7,-33.747769999999946,150.8164800000001,2774,,,283,551000,350 ,no data,no data,558000,575000,-2.96,0,0,0.0,0,0,0,1,0,0,0,0
2229,Dolans Bay,South,22.7,-34.06254999999993,151.12612,598,,,7,no data,no data,no data,no data,2132500,1892500,12.68,0,1357500,-100.0,0,0,0,0,0,0,0,1
2767,Doonside,West,33.2,-33.76434999999998,150.86935000000003,13451,,,1831,649995,400 ,571000,380 ,650000,675000,-3.7,571000,560000,1.96,0,0,4,0,0,0,1,2
2264,Dora Creek,North,91.3,-33.08249999999998,151.5022700000001,1643,714.0,2.3 ,214,609000,410 ,no data,no data,654500,630000,3.89,442500,0,0.0,0,0,1,0,1,0,1,1
1360,Double Bay,East,3.7,-33.87729999999993,151.2442100000001,4642,5876.0,0.79 ,541,4462000,"1,425 ",1270000,750 ,4500000,3900000,15.38,1335000,1835500,-27.27,1,0,19,3,3,0,3,2
2569,Douglas Park,South-west,57.6,-34.18592999999993,150.71132000000014,1362,,,71,880970,no data,no data,no data,880970,932000,-5.48,0,437500,-100.0,0,0,0,0,2,0,1,2
2030,Dover Heights,East,6.8,-33.87152999999995,151.28096000000005,3802,,,69,4025000,"1,325 ",1050000,750 ,3880000,4257500,-8.87,1145000,1332500,-14.07,0,0,1,0,4,0,0,0
1470,Drummoyne,West,5.2,-33.85419999999993,151.15750000000003,11950,5173.0,2.31 ,534,1850000,880 ,1000000,600 ,1890000,2155000,-12.3,1000000,1100000,-9.09,0,0,8,3,5,0,5,2
2290,Dudley,North-east,108.6,-32.98708999999997,151.7134900000001,2414,473.0,5.1 ,106,815000,465 ,no data,450 ,813000,712500,14.11,685000,581000,17.9,0,0,1,1,0,0,0,0
2084,Duffys Forest,North,21.8,-33.67203999999998,151.19522000000006,474,,,15,no data,no data,no data,no data,8135000,5275000,54.22,0,0,0.0,0,0,0,0,1,0,0,0
2203,Dulwich Hill,South-west,7.2,-33.903409999999944,151.1424800000001,13715,6531.0,2.1 ,844,1450000,700 ,740000,480 ,1495000,1500000,-0.33,750000,750000,0.0,0,0,17,1,2,0,2,2
2117,Dundas,West,16.8,-33.80133999999998,151.04609000000005,4740,3646.0,1.3 ,171,1175000,450 ,612000,450 ,1181944,1260000,-6.19,624250,676500,-7.72,0,0,1,0,1,0,0,1
2558,Eagle Vale,West,41.0,-34.032429999999984,150.8180000000001,5788,,,315,562000,420 ,no data,400 ,589500,597500,-1.34,545000,522500,4.31,1,0,3,0,4,0,5,0
2206,Earlwood,South-west,10.0,-33.926909999999964,151.12498000000005,17741,,,545,1320000,688 ,730000,500 ,1330000,1450000,-8.28,730000,790000,-7.59,0,0,9,1,2,0,3,0
2250,East Gosford,North,49.6,-33.43777999999997,151.3535300000001,4238,2018.0,2.1 ,260,747350,450 ,565000,430 ,747350,735000,1.68,575000,600000,-4.17,0,0,4,1,2,0,2,0
2213,East Hills,West,23.0,-33.96211999999996,150.98388000000008,3206,,,304,942500,550 ,no data,no data,942500,1030000,-8.5,766000,841000,-8.92,0,0,0,1,0,0,0,3
2070,East Lindfield,North,11.4,-33.768929999999955,151.1863800000001,3711,,,46,2573000,"1,100 ",no data,no data,2499000,2620000,-4.62,0,0,0.0,0,0,2,0,0,0,3,0
2113,East Ryde,North-west,8.6,-33.806899999999985,151.1382000000001,2454,,,46,1605500,855 ,no data,no data,1630000,1815000,-10.19,1460000,0,0.0,0,0,1,1,3,0,0,0
2766,Eastern Creek,West,32.1,-33.806189999999965,150.85163000000009,827,,,372,650000,410 ,no data,no data,662500,712500,-7.02,0,0,0.0,0,0,1,0,0,0,0,0
2036,Eastgardens,South,8.9,-33.94364999999993,151.22256000000004,860,7630.0,0.2 ,490,1435000,800 ,no data,no data,1500000,1390000,7.91,1080000,1452360,-25.64,1,0,22,0,1,0,15,0
2018,Eastlakes,South,6.5,-33.923779999999965,151.21113000000003,6912,8640.0,0.8 ,475,1375000,725 ,615500,475 ,1405000,1730500,-18.81,620000,635500,-2.44,0,0,0,1,1,0,7,0
2122,Eastwood,North-west,14.5,-33.791399999999946,151.08037000000004,17865,3436.0,5.2 ,788,1627500,670 ,670000,450 ,1622500,1800000,-9.86,677500,705000,-3.9,0,0,43,2,1,0,3,1
2756,Ebenezer,North-west,50.6,-33.524069999999945,150.8891100000001,968,,,32,no data,450 ,no data,no data,962500,1432500,-32.81,0,0,0.0,0,0,0,0,1,0,0,0
2176,Edensor Park,West,30.7,-33.877869999999966,150.8725400000001,9772,,,296,807500,470 ,no data,385 ,837500,835000,0.3,610000,645275,-5.47,0,0,1,0,1,0,2,0
2027,Edgecliff,East,2.9,-33.87866999999994,151.23536,2580,8062.0,0.32 ,306,1738750,950 ,1460000,575 ,1842500,1730000,6.5,1340000,1066275,25.67,1,0,5,0,2,0,2,1
2285,Edgeworth,North,111.9,-32.923629999999946,151.61287000000004,6207,913.0,6.8 ,476,461100,400 ,no data,no data,461000,436000,5.73,320000,387500,-17.42,0,0,1,0,0,0,0,0
2101,Elanora Heights,North,20.3,-33.701049999999945,151.27970000000005,4357,,,93,1510250,950 ,no data,565 ,1530000,1682500,-9.06,955000,1030000,-7.28,0,0,2,0,1,0,1,1
2282,Eleebana,North,105.5,-32.98942999999996,151.6365000000001,5760,1477.0,3.9 ,143,830000,488 ,no data,no data,813000,770000,5.58,595000,512250,16.15,0,0,0,0,2,0,0,0
2287,Elermore Vale,North,114.5,-32.91528999999996,151.6731100000001,5526,2125.0,2.6 ,248,600000,415 ,390000,350 ,600000,555000,8.11,390000,420000,-7.14,0,0,0,1,1,0,3,0
2011,Elizabeth Bay,East,1.9,-33.87144999999998,151.22540000000004,5215,16493.3,0.3 ,674,no data,no data,1100000,518 ,0,0,0.0,1090000,957500,13.84,2,0,62,13,11,1,4,5
2325,Ellalong,North,106.4,-32.915189999999946,151.31118000000004,1098,,,52,528500,395 ,no data,no data,440000,470000,-6.38,0,0,0.0,0,0,0,1,0,0,1,0
2105,Elvina Bay,North,26.1,-33.63951999999995,151.2777100000001,86,,,2,no data,no data,no data,no data,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0
2770,Emerton,West,39.4,-33.743829999999946,150.8061700000001,2252,2815.0,0.8 ,573,500000,340 ,no data,no data,500000,550000,-9.09,0,419000,-100.0,0,0,4,0,3,0,2,0
2750,Emu Plains,West,52.2,-33.753469999999936,150.65991000000008,8421,1063.0,7.92 ,496,666500,470 ,551000,420 ,683500,729250,-6.27,560000,585000,-4.27,0,0,2,1,1,0,2,0
2136,Enfield,West,10.8,-33.887609999999945,151.0957000000001,2833,,,105,1428000,595 ,642500,450 ,1428000,1306000,9.34,642500,708750,-9.35,0,0,5,0,1,0,5,0
2233,Engadine,South-west,28.5,-34.064719999999966,151.0135700000001,17375,,,414,895000,650 ,660000,450 ,910313,1060000,-14.12,660000,695000,-5.04,1,0,7,0,1,0,4,0
2560,Englorie Park,South-west,44.9,-34.07994999999994,150.79560000000004,416,3703.0,0.11235 ,13,no data,420 ,no data,no data,0,0,0.0,0,0,0.0,0,0,4,0,1,0,4,0
1710,Epping,North-west,15.6,-33.77684999999997,151.0721400000001,23688,3463.0,6.84 ,1201,1550000,660 ,810000,530 ,1577500,1751000,-9.91,818000,831500,-1.62,0,0,1,0,1,0,0,1
2250,Erina,North,50.5,-33.43457999999998,151.39494000000005,4774,734.0,6.5 ,689,860000,500 ,501500,385 ,860000,855000,0.58,515000,497250,3.57,0,0,12,0,2,0,7,0
2260,Erina Heights,North,52.2,-33.42545999999993,151.4091500000001,421,,,23,no data,no data,no data,no data,644950,721000,-10.55,0,0,0.0,0,0,4,0,0,0,0,0
1700,Ermington,West,15.3,-33.814499999999946,151.0563000000001,10737,2386.0,4.5 ,533,1250000,510 ,801500,500 ,1257000,1350000,-6.89,856750,802500,6.76,0,0,8,0,0,1,2,1
2759,Erskine Park,West,39.2,-33.80408999999997,150.8058500000001,6436,,,268,750000,450 ,no data,no data,755800,767500,-1.52,0,0,0.0,0,0,3,0,0,0,3,0
2043,Erskineville,South-west,4.2,-33.899639999999984,151.18401000000006,8014,5246.4,1.6 ,524,1315000,750 ,765000,670 ,1315000,1430000,-8.04,817500,855000,-4.39,1,0,6,6,0,0,1,0
2558,Eschol Park,West,40.4,-34.02946999999995,150.80840000000012,2582,,,86,595000,410 ,no data,no data,595000,610000,-2.46,0,462750,-100.0,0,0,0,0,1,0,1,0
2257,Ettalong Beach,North,41.1,-33.513379999999984,151.3352900000001,4793,2819.0,1.7 ,488,840000,390 ,620000,360 ,840000,733750,14.48,635000,570000,11.4,0,0,1,2,2,0,2,1
2015,Eveleigh,South,3.5,-33.897599999999954,151.1940900000001,663,,,135,no data,no data,no data,no data,0,0,0.0,775000,840000,-7.74,1,0,12,4,2,1,4,0
1860,Fairfield,West,23.3,-33.87180999999998,150.95324000000005,18081,4109.0,4.4 ,2977,723500,445 ,422500,350 ,740000,800000,-7.5,425000,415000,2.41,1,0,11,1,1,0,4,0
2165,Fairfield East,West,21.2,-33.876549999999945,150.97549000000004,5273,,,330,750000,450 ,no data,no data,755000,770000,-1.95,0,0,0.0,2,0,2,0,1,0,1,0
2165,Fairfield Heights,West,24.8,-33.86513999999994,150.9385400000001,7517,,,342,785000,500 ,no data,500 ,792500,755000,4.97,550000,590000,-6.78,0,0,2,0,1,0,2,0
2165,Fairfield West,West,26.3,-33.869009999999946,150.92235000000005,11575,3617.0,3.2 ,436,727500,450 ,no data,400 ,730000,761000,-4.07,525000,560000,-6.25,0,0,3,0,1,0,3,0
2094,Fairlight,North-east,9.8,-33.790859999999945,151.27015000000006,5840,,,133,2230000,"1,200 ",1140000,670 ,2310000,2300000,0.43,1140000,1300000,-12.31,0,0,2,0,2,0,3,0
2519,Fairy Meadow,South-west,66.0,-34.391669999999976,150.8933400000001,7405,1683.0,4.4 ,869,775000,500 ,510000,400 ,800000,850000,-5.88,496250,504000,-1.54,0,0,2,0,0,0,1,1
2776,Faulconbridge,West,64.2,-33.691059999999936,150.5459800000001,4025,,,158,651000,460 ,no data,no data,662000,690000,-4.06,0,0,0.0,0,0,2,0,0,0,1,0
2283,Fennell Bay,North,104.0,-32.99238999999994,151.60000000000005,1474,388.0,3.8 ,86,480000,410 ,no data,no data,481250,473750,1.58,341500,0,0.0,0,0,1,0,0,0,1,0
2525,Figtree,South-west,70.9,-34.43646999999993,150.85451000000015,11564,,,501,740000,500 ,370000,350 ,740000,740000,0.0,373500,610000,-38.77,0,0,1,1,1,0,1,1
2046,Five Dock,West,7.1,-33.87075999999996,151.12900000000005,9356,3819.0,2.45 ,553,1677500,750 ,889000,600 ,1645000,1780000,-7.58,905000,907500,-0.28,0,0,15,1,1,0,2,2
2087,Forestville,North,11.7,-33.76102999999995,151.21669000000009,8329,,,172,1450000,795 ,937500,560 ,1461000,1701000,-14.11,1000000,900000,11.11,0,0,4,0,0,0,2,0
2260,Forresters Beach,North-east,56.5,-33.40585999999996,151.46492000000012,2900,1160.0,2.5 ,111,865000,490 ,no data,330 ,850000,876000,-2.97,572500,0,0.0,0,0,1,0,0,0,2,0
2756,Freemans Reach,North-west,51.3,-33.55794999999995,150.79957000000005,1973,,,79,945000,480 ,no data,no data,945000,750000,26.0,0,0,0.0,0,0,1,0,0,0,2,0
1639,Frenchs Forest,North,13.1,-33.75046999999995,151.23487000000014,13473,1481.0,9.1 ,282,1442000,850 ,no data,525 ,1450000,1650000,-12.12,1295000,1357000,-4.57,0,0,3,0,0,0,1,0
2159,Galston,North-west,28.3,-33.652979999999964,151.04557000000008,3139,,,113,1360000,555 ,no data,no data,1360000,1475000,-7.8,640000,665000,-3.76,0,0,3,1,0,0,3,0
2289,Garden Suburb,North-east,111.4,-32.94727999999998,151.68339000000003,1910,1592.0,1.2 ,21,680000,563 ,no data,no data,685000,750000,-8.67,647500,0,0.0,0,0,1,0,0,0,1,1
2534,Gerringong,South,103.8,-34.74670999999995,150.82731,3966,,,117,882000,545 ,no data,450 ,905000,855000,5.85,0,686125,-100.0,0,0,6,0,0,0,2,0
2534,Gerroa,South,106.8,-34.76982999999996,150.81304000000014,673,,,36,1450000,560 ,no data,440 ,1400000,1300000,7.69,0,820000,-100.0,0,0,1,1,2,0,0,0
2145,Girraween,West,25.2,-33.799339999999965,150.94644000000005,5590,,,267,799990,500 ,680000,450 ,800495,945000,-15.29,681000,699995,-2.71,0,0,1,0,1,0,2,0
1675,Gladesville,West,8.3,-33.83135999999996,151.1262700000001,11827,3379.0,3.5 ,418,1819000,710 ,770000,475 ,1850000,2055000,-9.98,772500,745000,3.69,0,0,13,1,0,0,3,0
2037,Glebe,South-west,2.3,-33.87713999999994,151.18491000000006,11532,6407.0,1.8 ,2361,1550000,950 ,872500,565 ,1575000,1961000,-19.68,865000,1050000,-17.62,0,0,21,6,4,0,2,3
2560,Glen Alpine,South-west,46.6,-34.08706999999998,150.78670000000008,4559,,,152,860000,555 ,no data,no data,860000,870000,-1.15,0,0,0.0,0,0,2,0,1,0,1,0
2773,Glenbrook,West,55.3,-33.766549999999945,150.62117000000012,5051,,,275,874000,510 ,no data,no data,927500,950000,-2.37,586500,755000,-22.32,1,0,7,1,1,0,1,2
2285,Glendale,North,112.5,-32.930169999999976,151.64975000000004,3097,885.0,3.5 ,644,490000,400 ,no data,300 ,490000,450000,8.89,430000,380250,13.08,0,0,0,0,0,0,2,0
2761,Glendenning,West,35.5,-33.74109999999996,150.8547400000001,5131,,,282,655000,440 ,no data,no data,655000,682500,-4.03,588250,0,0.0,0,0,1,0,0,0,0,0
2167,Glenfield,West,31.1,-33.971439999999966,150.89440000000005,9633,,,3011,705000,480 ,480500,380 ,710000,750888,-5.45,484500,517500,-6.38,0,0,2,0,0,0,0,3
2156,Glenhaven,North-west,26.0,-33.69843999999995,151.0020000000001,6501,,,86,1560000,698 ,no data,no data,1660000,1687500,-1.63,900000,931000,-3.33,0,0,2,0,0,0,2,0
2745,Glenmore Park,West,50.5,-33.784869999999955,150.67880000000005,23004,2772.0,8.3 ,646,735000,515 ,584000,410 ,760000,755000,0.66,561000,579000,-3.11,0,0,1,0,0,0,0,0
2157,Glenorie,North-west,32.4,-33.601699999999944,151.0078400000001,3497,,,78,1650000,555 ,no data,no data,1700000,1865000,-8.85,0,0,0.0,0,0,1,1,0,0,2,0
2768,Glenwood,West,30.0,-33.73222999999996,150.92793000000006,16130,,,364,969444,590 ,no data,no data,970000,1020000,-4.9,865000,845000,2.37,0,0,2,0,0,0,2,0
2072,Gordon,North,13.4,-29.29999999999995,152.71667000000005,7668,2023.0,3.79 ,324,2210000,"1,040 ",938000,595 ,2300000,2609444,-11.86,938000,910000,3.08,0,0,0,0,0,0,1,0
2250,Gosford,North,50.6,-33.423229999999926,151.34261000000004,3499,,,4945,no data,380 ,432500,380 ,755500,990000,-23.69,435750,456000,-4.44,0,0,6,0,1,0,1,0
2142,Granville,West,18.5,-33.83302999999995,151.0096500000001,15332,4646.0,3.3 ,4198,755000,490 ,460000,420 ,760000,844000,-9.95,460000,520000,-11.54,0,0,7,0,0,0,1,2
2570,Grasmere,West,53.8,-34.05483999999996,150.66992000000005,1712,,,35,1560000,no data,no data,no data,1600000,1685000,-5.04,0,0,0.0,0,0,1,0,0,0,0,0
2232,Grays Point,South-west,24.3,-34.05860999999993,151.08140000000003,3125,,,75,1300000,755 ,no data,no data,1300000,1300000,0.0,0,0,0.0,0,0,3,0,2,0,2,0
2168,Green Valley,West,31.7,-33.90231999999997,150.86661999999998,12516,,,982,735000,405 ,no data,430 ,730000,727500,0.34,453750,615000,-26.22,0,0,3,0,1,0,2,0
